properties.ObjectId,properties.StopID,properties.PID,properties.basisForSearch
4013,9386,1,Officer Safety/safety of others
4014,9136,1,NULL
4015,9387,1,Condition of parole / probation/ PRCS / mandatory supervision
4016,9137,1,NULL
4017,9387,2,Officer Safety/safety of others
4018,9138,1,NULL
4019,9388,1,NULL
4020,9139,1,Consent given
4021,9389,1,NULL
4022,9139,1,Officer Safety/safety of others
4023,9390,1,Officer Safety/safety of others
4024,9139,2,Consent given
4025,9391,1,NULL
4026,9139,2,Officer Safety/safety of others
4027,9392,1,Condition of parole / probation/ PRCS / mandatory supervision
4028,9140,1,NULL
4029,9393,1,NULL
4030,9141,1,NULL
4031,9394,1,NULL
4032,9142,1,NULL
4033,9395,1,NULL
4034,9143,1,NULL
4035,9395,2,NULL
4036,9144,1,NULL
4037,9397,1,Condition of parole / probation/ PRCS / mandatory supervision
4038,9145,1,NULL
4039,9398,1,NULL
4040,9146,1,Officer Safety/safety of others
4041,9399,1,NULL
4042,9147,1,NULL
4043,9400,1,NULL
4044,9148,1,Incident to arrest
4045,9401,1,Condition of parole / probation/ PRCS / mandatory supervision
4046,9149,1,NULL
4047,9401,1,Incident to arrest
4048,9150,1,NULL
4049,9341,1,NULL
4050,9402,1,Officer Safety/safety of others
4051,9150,2,NULL
4052,9342,1,NULL
4053,9402,2,Condition of parole / probation/ PRCS / mandatory supervision
4054,9151,1,NULL
4055,9343,1,NULL
4056,9402,3,Incident to arrest
4057,9152,1,NULL
4058,9344,1,NULL
4059,9402,4,Incident to arrest
4060,9153,1,Incident to arrest
4061,9345,1,Consent given
4062,9402,4,Officer Safety/safety of others
4063,9153,1,Officer Safety/safety of others
4064,9346,1,Officer Safety/safety of others
4065,9402,4,Suspected weapons
4066,9154,1,NULL
4067,9347,1,NULL
4068,9403,1,NULL
4069,9155,1,NULL
4070,9404,1,NULL
4071,9348,1,NULL
4072,9156,1,NULL
4073,9405,1,NULL
4074,9348,2,NULL
4075,9157,1,Consent given
4076,9406,1,Condition of parole / probation/ PRCS / mandatory supervision
4077,9349,1,Condition of parole / probation/ PRCS / mandatory supervision
4078,9157,1,Officer Safety/safety of others
4079,9407,1,NULL
4080,9350,1,NULL
4081,9157,2,Condition of parole / probation/ PRCS / mandatory supervision
4082,9408,1,NULL
4083,9351,1,NULL
4084,9158,1,Officer Safety/safety of others
4085,9409,1,Condition of parole / probation/ PRCS / mandatory supervision
4086,9352,1,Condition of parole / probation/ PRCS / mandatory supervision
4087,9159,1,NULL
4088,9409,1,Officer Safety/safety of others
4089,9352,2,Condition of parole / probation/ PRCS / mandatory supervision
4090,9160,1,NULL
4091,9410,1,NULL
4092,9353,1,NULL
4093,9161,1,NULL
4094,9411,1,Officer Safety/safety of others
4095,9354,1,NULL
4096,9162,1,NULL
4097,9412,1,NULL
4098,9355,1,NULL
4099,9163,1,Officer Safety/safety of others
4100,9413,1,NULL
4101,9356,1,NULL
4102,9164,1,NULL
4103,9165,1,Consent given
4104,9166,1,NULL
4105,9167,1,NULL
4106,9168,1,Officer Safety/safety of others
4107,9170,1,NULL
4108,9357,1,NULL
4109,9358,1,NULL
4110,9414,1,Incident to arrest
4111,9359,1,NULL
4112,9415,1,NULL
4113,9360,1,NULL
4114,9416,1,Officer Safety/safety of others
4115,9361,1,NULL
4116,9417,1,NULL
4117,9362,1,Condition of parole / probation/ PRCS / mandatory supervision
4118,9418,1,NULL
4119,9363,1,NULL
4120,9419,1,Officer Safety/safety of others
4121,9364,1,NULL
4122,9420,1,NULL
4123,9365,1,NULL
4124,9421,1,NULL
4125,9366,1,NULL
4126,9422,1,NULL
4127,9367,1,NULL
4128,9423,1,NULL
4129,9368,1,NULL
4130,9424,1,NULL
4131,9369,1,Officer Safety/safety of others
4132,9370,1,NULL
4133,9371,1,NULL
4134,9372,1,NULL
4135,9373,1,Officer Safety/safety of others
4136,9374,1,NULL
4137,9375,1,NULL
4138,9376,1,NULL
4139,9377,1,NULL
4140,9378,1,NULL
4141,9379,1,NULL
4142,9380,1,NULL
4143,9380,2,NULL
4144,9380,3,NULL
4145,9381,1,NULL
4146,9382,1,Officer Safety/safety of others
4147,9383,1,NULL
4148,9384,1,NULL
4149,9384,2,Officer Safety/safety of others
4150,9384,3,Officer Safety/safety of others
4151,9205,1,Officer Safety/safety of others
4152,9205,1,Suspected weapons
4153,9206,1,Suspected weapons
4154,9207,1,NULL
4155,9208,1,Officer Safety/safety of others
4156,9208,1,Suspected weapons
4157,9209,1,NULL
4158,9210,1,NULL
4159,9211,1,Officer Safety/safety of others
4160,9212,1,NULL
4161,9213,1,Officer Safety/safety of others
4162,9214,1,NULL
4163,9215,1,Suspected weapons
4164,9215,2,Suspected weapons
4165,9216,1,NULL
4166,9217,1,NULL
4167,9218,1,NULL
4168,9219,1,NULL
4169,9220,1,Officer Safety/safety of others
4170,9221,1,NULL
4171,9222,1,NULL
4172,9223,1,NULL
4173,9224,1,Officer Safety/safety of others
4174,9225,1,Officer Safety/safety of others
4175,9226,1,Incident to arrest
4176,9227,1,NULL
4177,9228,1,NULL
4178,9229,1,NULL
4179,9230,1,NULL
4180,9231,1,NULL
4181,9232,1,Officer Safety/safety of others
4182,9232,1,Suspected weapons
4183,9171,1,Condition of parole / probation/ PRCS / mandatory supervision
4184,9233,1,NULL
4185,9234,1,NULL
4186,9172,1,Officer Safety/safety of others
4187,9235,1,NULL
4188,9173,1,NULL
4189,9425,1,NULL
4190,9236,1,Incident to arrest
4191,9174,1,NULL
4192,9426,1,NULL
4193,9237,1,NULL
4194,9175,1,NULL
4195,9427,1,Officer Safety/safety of others
4196,9238,1,NULL
4197,9176,1,NULL
4198,9427,2,NULL
4199,9239,1,NULL
4200,9177,1,Incident to arrest
4201,9429,1,NULL
4202,9240,1,NULL
4203,9178,1,NULL
4204,9430,1,NULL
4205,9241,1,Incident to arrest
4206,9179,1,NULL
4207,9431,1,NULL
4208,9241,1,Officer Safety/safety of others
4209,9180,1,NULL
4210,9432,1,NULL
4211,9242,1,Condition of parole / probation/ PRCS / mandatory supervision
4212,9181,1,Officer Safety/safety of others
4213,9433,1,NULL
4214,9242,1,Officer Safety/safety of others
4215,9182,1,NULL
4216,9434,1,Incident to arrest
4217,9243,1,Incident to arrest
4218,9183,1,Consent given
4219,9434,2,Incident to arrest
4220,9244,1,NULL
4221,9183,1,Officer Safety/safety of others
4222,9435,1,Officer Safety/safety of others
4223,9245,1,Incident to arrest
4224,9183,1,Suspected weapons
4225,9435,2,Consent given
4226,9246,1,NULL
4227,9184,1,Consent given
4228,9435,2,Officer Safety/safety of others
4229,9247,1,NULL
4230,9248,1,NULL
4231,9249,1,NULL
4232,9297,1,NULL
4233,9436,1,Condition of parole / probation/ PRCS / mandatory supervision
4234,9184,1,Officer Safety/safety of others
4235,9436,1,Incident to arrest
4236,9185,1,NULL
4237,9186,1,NULL
4238,9436,1,Officer Safety/safety of others
4239,9187,1,NULL
4240,9437,1,NULL
4241,9187,2,NULL
4242,9438,1,NULL
4243,9187,3,NULL
4244,9439,1,NULL
4245,9188,1,NULL
4246,9440,1,NULL
4247,9189,1,NULL
4248,9441,1,NULL
4249,9189,2,NULL
4250,9442,1,Consent given
4251,9442,1,Officer Safety/safety of others
4252,9189,3,NULL
4253,9443,1,NULL
4254,9190,1,NULL
4255,9444,1,NULL
4256,9190,2,NULL
4257,9445,1,Condition of parole / probation/ PRCS / mandatory supervision
4258,9190,3,NULL
4259,9445,2,Officer Safety/safety of others
4260,9190,4,NULL
4261,9446,1,NULL
4262,9191,1,Evidence of crime
4263,9447,1,NULL
4264,9191,1,Vehicle inventory
4265,9448,1,NULL
4266,9191,2,Consent given
4267,9449,1,NULL
4268,9191,2,Evidence of crime
4269,9450,1,NULL
4270,9192,1,NULL
4271,9451,1,NULL
4272,9193,1,NULL
4273,9452,1,NULL
4274,9194,1,NULL
4275,9453,1,NULL
4276,9195,1,NULL
4277,9454,1,NULL
4278,9196,1,NULL
4279,9455,1,Condition of parole / probation/ PRCS / mandatory supervision
4280,9197,1,NULL
4281,9456,1,Consent given
4282,9198,1,NULL
4283,9457,1,NULL
4284,9199,1,NULL
4285,9458,1,NULL
4286,9200,1,NULL
4287,9459,1,NULL
4288,9201,1,NULL
4289,9460,1,NULL
4290,9202,1,NULL
4291,9461,1,NULL
4292,9202,2,NULL
4293,9202,3,NULL
4294,9462,1,NULL
4295,9202,4,NULL
4296,9462,2,NULL
4297,9203,1,Incident to arrest
4298,9463,1,NULL
4299,9204,1,Condition of parole / probation/ PRCS / mandatory supervision
4300,9464,1,NULL
4301,9465,1,NULL
4302,9466,1,NULL
4303,9298,1,NULL
4304,9299,1,Officer Safety/safety of others
4305,9299,2,Officer Safety/safety of others
4306,9300,1,NULL
4307,9301,1,Officer Safety/safety of others
4308,9302,1,NULL
4309,9303,1,NULL
4310,9304,1,NULL
4311,9305,1,NULL
4312,9306,1,NULL
4313,9307,1,NULL
4314,9308,1,NULL
4315,9309,1,NULL
4316,9310,1,NULL
4317,9311,1,NULL
4318,9312,1,NULL
4319,9313,1,NULL
4320,9314,1,NULL
4321,9315,1,NULL
4322,9316,1,NULL
4323,9317,1,NULL
4324,9318,1,NULL
4325,9318,2,NULL
4326,9319,1,Condition of parole / probation/ PRCS / mandatory supervision
4327,9320,1,NULL
4328,9321,1,NULL
4329,9322,1,NULL
4330,9323,1,NULL
4331,9324,1,Incident to arrest
4332,9325,1,Officer Safety/safety of others
4333,9325,1,Suspected weapons
4334,9326,1,NULL
4335,9327,1,Officer Safety/safety of others
4336,9328,1,Officer Safety/safety of others
4337,9329,1,NULL
4338,9330,1,NULL
4339,9331,1,NULL
4340,9332,1,NULL
4341,9333,1,NULL
4342,9334,1,Condition of parole / probation/ PRCS / mandatory supervision
4343,9335,1,NULL
4344,9336,1,NULL
4345,9337,1,NULL
4346,9338,1,NULL
4347,9338,2,NULL
4348,9338,3,NULL
4349,9338,4,NULL
4350,9339,1,NULL
4351,9340,1,NULL
4352,9250,1,NULL
4353,9251,1,Officer Safety/safety of others
4354,9252,1,NULL
4355,9253,1,NULL
4356,9254,1,Officer Safety/safety of others
4357,9255,1,NULL
4358,9256,1,NULL
4359,9257,1,NULL
4360,9258,1,NULL
4361,9259,1,NULL
4362,9260,1,NULL
4363,9262,1,NULL
4364,9263,1,NULL
4365,9264,1,NULL
4366,9265,1,NULL
4367,9266,1,NULL
4368,9267,1,NULL
4369,9267,2,NULL
4370,9268,1,NULL
4371,9269,1,NULL
4372,9270,1,NULL
4373,9270,2,NULL
4374,9271,1,NULL
4375,9272,1,NULL
4376,9273,1,NULL
4377,9274,1,NULL
4378,9275,1,NULL
4379,9276,1,NULL
4380,9277,1,NULL
4381,9278,1,NULL
4382,9279,1,NULL
4383,9280,1,NULL
4384,9281,1,NULL
4385,9282,1,NULL
4386,9283,1,NULL
4387,9284,1,Condition of parole / probation/ PRCS / mandatory supervision
4388,9285,1,NULL
4389,9286,1,NULL
4390,9287,1,NULL
4391,9288,1,NULL
4392,9289,1,NULL
4393,9290,1,Incident to arrest
4394,9290,1,Officer Safety/safety of others
4395,9291,1,NULL
4396,9292,1,NULL
4397,9293,1,NULL
4398,9294,1,NULL
4399,9295,1,NULL
4400,9296,1,Officer Safety/safety of others
4401,9510,2,Condition of parole / probation/ PRCS / mandatory supervision
4402,9511,1,NULL
4403,9512,1,NULL
4404,9513,1,NULL
4405,9514,1,NULL
4406,9515,1,Consent given
4407,9515,2,NULL
4408,9515,3,NULL
4409,9516,1,NULL
4410,9517,1,Incident to arrest
4411,9517,1,Officer Safety/safety of others
4412,9518,1,NULL
4413,9775,1,Suspected weapons
4414,9519,1,NULL
4415,9520,1,NULL
4416,9776,1,NULL
4417,9521,1,NULL
4418,9777,1,NULL
4419,9522,1,Visible contraband
4420,9555,1,Consent given
4421,9689,1,NULL
4422,9778,1,Evidence of crime
4423,9523,1,Officer Safety/safety of others
4424,9735,1,Condition of parole / probation/ PRCS / mandatory supervision
4425,9555,1,Officer Safety/safety of others
4426,9690,1,NULL
4427,9601,1,NULL
4428,9778,1,Incident to arrest
4429,9524,1,NULL
4430,9736,1,Condition of parole / probation/ PRCS / mandatory supervision
4431,9556,1,NULL
4432,9691,1,NULL
4433,9602,1,NULL
4434,9778,2,Evidence of crime
4435,9525,1,NULL
4436,9737,1,NULL
4437,9557,1,NULL
4438,9692,1,NULL
4439,9603,1,Search Warrant
4440,9778,2,Incident to arrest
4441,9526,1,NULL
4442,9738,1,Condition of parole / probation/ PRCS / mandatory supervision
4443,9558,1,Incident to arrest
4444,9693,1,Evidence of crime
4445,9604,1,NULL
4446,9779,1,NULL
4447,9527,1,NULL
4448,9738,1,Evidence of crime
4449,9559,1,Officer Safety/safety of others
4450,9693,1,Incident to arrest
4451,9604,2,NULL
4452,9780,1,Officer Safety/safety of others
4453,9528,1,NULL
4454,9738,1,Incident to arrest
4455,9560,1,NULL
4456,9693,1,Vehicle inventory
4457,9605,1,NULL
4458,9780,1,Suspected weapons
4459,9529,1,NULL
4460,9738,1,Vehicle inventory
4461,9561,1,Incident to arrest
4462,9694,1,NULL
4463,9606,1,NULL
4464,9781,1,NULL
4465,9530,1,NULL
4466,9739,1,NULL
4467,9561,1,Suspected weapons
4468,9695,1,Officer Safety/safety of others
4469,9606,2,NULL
4470,9782,1,NULL
4471,9531,1,NULL
4472,9740,1,NULL
4473,9562,1,NULL
4474,9696,1,NULL
4475,9607,1,NULL
4476,9783,1,Officer Safety/safety of others
4477,9532,1,NULL
4478,9742,1,NULL
4479,9563,1,NULL
4480,9698,1,NULL
4481,9608,1,Consent given
4482,9784,1,NULL
4483,9533,1,NULL
4484,9743,1,Condition of parole / probation/ PRCS / mandatory supervision
4485,9564,1,NULL
4486,9699,1,NULL
4487,9608,1,Officer Safety/safety of others
4488,9785,1,NULL
4489,9534,1,NULL
4490,9744,1,NULL
4491,9565,1,Consent given
4492,9700,1,NULL
4493,9609,1,NULL
4494,9785,2,NULL
4495,9535,1,Incident to arrest
4496,9745,1,NULL
4497,9565,1,Officer Safety/safety of others
4498,9701,1,NULL
4499,9610,1,Incident to arrest
4500,9786,1,NULL
4501,9536,1,NULL
4502,9746,1,NULL
4503,9747,1,NULL
4504,9748,1,NULL
4505,9749,1,NULL
4506,9750,1,NULL
4507,9751,1,NULL
4508,9752,1,NULL
4509,9753,1,NULL
4510,9754,1,NULL
4511,9755,1,NULL
4512,9756,1,Vehicle inventory
4513,9757,1,NULL
4514,9758,1,NULL
4515,9759,1,NULL
4516,9760,1,Suspected weapons
4517,9761,1,NULL
4518,9762,1,NULL
4519,9763,1,NULL
4520,9764,1,Exigent circumstances/emergency
4521,9764,1,Officer Safety/safety of others
4522,9764,1,Suspected weapons
4523,9765,1,Incident to arrest
4524,9766,1,NULL
4525,9766,2,NULL
4526,9767,1,Consent given
4527,9767,1,Officer Safety/safety of others
4528,9767,2,Consent given
4529,9767,3,NULL
4530,9768,1,NULL
4531,9768,2,NULL
4532,9769,1,NULL
4533,9770,1,NULL
4534,9771,1,NULL
4535,9772,1,NULL
4536,9773,1,NULL
4537,9774,1,Suspected weapons
4538,9775,1,Incident to arrest
4539,9645,1,NULL
4540,9467,1,NULL
4541,9611,1,NULL
4542,9786,2,NULL
4543,9537,1,NULL
4544,9702,1,NULL
4545,9612,1,NULL
4546,9566,1,NULL
4547,9787,1,NULL
4548,9538,1,NULL
4549,9703,1,NULL
4550,9613,1,NULL
4551,9567,1,NULL
4552,9788,1,NULL
4553,9539,1,NULL
4554,9704,1,Suspected weapons
4555,9614,1,NULL
4556,9568,1,Officer Safety/safety of others
4557,9789,1,NULL
4558,9540,1,NULL
4559,9705,1,NULL
4560,9615,1,NULL
4561,9569,1,Incident to arrest
4562,9790,1,NULL
4563,9541,1,NULL
4564,9706,1,NULL
4565,9616,1,NULL
4566,9570,1,NULL
4567,9791,1,NULL
4568,9542,1,Consent given
4569,9707,1,NULL
4570,9617,1,NULL
4571,9571,1,NULL
4572,9792,1,NULL
4573,9543,1,NULL
4574,9708,1,NULL
4575,9618,1,NULL
4576,9572,1,NULL
4577,9793,1,NULL
4578,9544,1,Incident to arrest
4579,9708,2,NULL
4580,9620,1,NULL
4581,9573,1,NULL
4582,9794,1,Officer Safety/safety of others
4583,9545,1,NULL
4584,9709,1,NULL
4585,9621,1,NULL
4586,9574,1,Officer Safety/safety of others
4587,9795,1,NULL
4588,9546,1,NULL
4589,9710,1,NULL
4590,9622,1,NULL
4591,9574,1,Suspected weapons
4592,9796,1,NULL
4593,9547,1,NULL
4594,9711,1,NULL
4595,9623,1,NULL
4596,9575,1,NULL
4597,9797,1,NULL
4598,9548,1,NULL
4599,9712,1,NULL
4600,9624,1,Consent given
4601,9577,1,NULL
4602,9798,1,NULL
4603,9549,1,Officer Safety/safety of others
4604,9713,1,NULL
4605,9624,1,Officer Safety/safety of others
4606,9578,1,Officer Safety/safety of others
4607,9799,1,NULL
4608,9550,1,Incident to arrest
4609,9714,1,NULL
4610,9646,1,NULL
4611,9468,1,NULL
4612,9624,1,Suspected weapons
4613,9579,1,NULL
4614,9800,1,NULL
4615,9551,1,Officer Safety/safety of others
4616,9715,1,NULL
4617,9647,1,NULL
4618,9469,1,NULL
4619,9625,1,NULL
4620,9580,1,NULL
4621,9802,1,NULL
4622,9551,2,Condition of parole / probation/ PRCS / mandatory supervision
4623,9716,1,NULL
4624,9648,1,NULL
4625,9470,1,NULL
4626,9626,1,Condition of parole / probation/ PRCS / mandatory supervision
4627,9581,1,NULL
4628,9803,1,NULL
4629,9552,1,NULL
4630,9717,1,NULL
4631,9649,1,NULL
4632,9471,1,NULL
4633,9627,1,Incident to arrest
4634,9582,1,NULL
4635,9804,1,Officer Safety/safety of others
4636,9553,1,NULL
4637,9718,1,NULL
4638,9650,1,NULL
4639,9472,1,NULL
4640,9628,1,NULL
4641,9583,1,NULL
4642,9804,1,Suspected weapons
4643,9554,1,NULL
4644,9719,1,NULL
4645,9651,1,Officer Safety/safety of others
4646,9473,1,NULL
4647,9629,1,NULL
4648,9630,1,NULL
4649,9631,1,NULL
4650,9632,1,NULL
4651,9633,1,NULL
4652,9634,1,NULL
4653,9635,1,NULL
4654,9636,1,NULL
4655,9637,1,NULL
4656,9638,1,NULL
4657,9639,1,NULL
4658,9640,1,Consent given
4659,9640,2,NULL
4660,9641,1,NULL
4661,9642,1,NULL
4662,9642,2,Officer Safety/safety of others
4663,9642,3,Condition of parole / probation/ PRCS / mandatory supervision
4664,9643,1,NULL
4665,9474,1,NULL
4666,9652,1,Officer Safety/safety of others
4667,9555,1,Condition of parole / probation/ PRCS / mandatory supervision
4668,9720,1,NULL
4669,9584,1,NULL
4670,9804,2,Officer Safety/safety of others
4671,9652,2,Officer Safety/safety of others
4672,9475,1,NULL
4673,9721,1,NULL
4674,9585,1,NULL
4675,9804,2,Suspected weapons
4676,9653,1,Officer Safety/safety of others
4677,9476,1,NULL
4678,9722,1,NULL
4679,9586,1,NULL
4680,9805,1,NULL
4681,9654,1,NULL
4682,9477,1,NULL
4683,9723,1,NULL
4684,9587,1,NULL
4685,9806,1,NULL
4686,9655,1,Incident to arrest
4687,9478,1,NULL
4688,9724,1,Incident to arrest
4689,9588,1,NULL
4690,9807,1,NULL
4691,9656,1,NULL
4692,9479,1,NULL
4693,9725,1,NULL
4694,9589,1,NULL
4695,9808,1,NULL
4696,9657,1,NULL
4697,9480,1,NULL
4698,9726,1,NULL
4699,9590,1,NULL
4700,9809,1,NULL
4701,9658,1,Condition of parole / probation/ PRCS / mandatory supervision
4702,9481,1,NULL
4703,9727,1,Officer Safety/safety of others
4704,9591,1,NULL
4705,9810,1,NULL
4706,9658,1,Consent given
4707,9482,1,NULL
4708,9728,1,Incident to arrest
4709,9592,1,NULL
4710,9811,1,NULL
4711,9658,1,Officer Safety/safety of others
4712,9483,1,Officer Safety/safety of others
4713,9729,1,Evidence of crime
4714,9593,1,NULL
4715,9812,1,NULL
4716,9658,2,Consent given
4717,9484,1,NULL
4718,9730,1,Condition of parole / probation/ PRCS / mandatory supervision
4719,9594,1,NULL
4720,9813,1,NULL
4721,9659,1,Consent given
4722,9485,1,NULL
4723,9730,1,Search Warrant
4724,9595,1,NULL
4725,9814,1,NULL
4726,9659,1,Officer Safety/safety of others
4727,9486,1,Officer Safety/safety of others
4728,9731,1,NULL
4729,9596,1,NULL
4730,9815,1,NULL
4731,9660,1,Incident to arrest
4732,9487,1,NULL
4733,9732,1,NULL
4734,9597,1,NULL
4735,9816,1,NULL
4736,9661,1,Condition of parole / probation/ PRCS / mandatory supervision
4737,9488,1,NULL
4738,9732,2,NULL
4739,9598,1,NULL
4740,9661,2,Condition of parole / probation/ PRCS / mandatory supervision
4741,9489,1,NULL
4742,9733,1,NULL
4743,9599,1,NULL
4744,9663,1,NULL
4745,9490,1,NULL
4746,9734,1,Condition of parole / probation/ PRCS / mandatory supervision
4747,9600,1,NULL
4748,9664,1,NULL
4749,9491,1,NULL
4750,9600,2,NULL
4751,9665,1,NULL
4752,9492,1,NULL
4753,9666,1,Officer Safety/safety of others
4754,9493,1,NULL
4755,9667,1,NULL
4756,9493,2,NULL
4757,9668,1,NULL
4758,9494,1,Condition of parole / probation/ PRCS / mandatory supervision
4759,9669,1,NULL
4760,9494,1,Consent given
4761,9670,1,Consent given
4762,9494,1,Officer Safety/safety of others
4763,9670,1,Officer Safety/safety of others
4764,9495,1,NULL
4765,9671,1,NULL
4766,9496,1,NULL
4767,9672,1,NULL
4768,9497,1,NULL
4769,9673,1,NULL
4770,9498,1,Condition of parole / probation/ PRCS / mandatory supervision
4771,9674,1,NULL
4772,9498,1,Officer Safety/safety of others
4773,9499,1,NULL
4774,9501,1,Condition of parole / probation/ PRCS / mandatory supervision
4775,9501,1,Incident to arrest
4776,9502,1,NULL
4777,9503,1,NULL
4778,9504,1,NULL
4779,9505,1,NULL
4780,9505,2,NULL
4781,9506,1,NULL
4782,9507,1,NULL
4783,9508,1,NULL
4784,9509,1,NULL
4785,9509,2,NULL
4786,9510,1,Condition of parole / probation/ PRCS / mandatory supervision
4787,9675,1,NULL
4788,9676,1,NULL
4789,9677,1,NULL
4790,9678,1,NULL
4791,9679,1,NULL
4792,9680,1,NULL
4793,9681,1,NULL
4794,9682,1,NULL
4795,9683,1,NULL
4796,9684,1,NULL
4797,9685,1,Condition of parole / probation/ PRCS / mandatory supervision
4798,9686,1,NULL
4799,9687,1,NULL
4800,9688,1,NULL
4801,9852,1,Evidence of crime
4802,9974,1,Condition of parole / probation/ PRCS / mandatory supervision
4803,9852,1,Officer Safety/safety of others
4804,10095,4,NULL
4805,10060,2,NULL
4806,9934,1,Officer Safety/safety of others
4807,9975,1,NULL
4808,9853,1,Incident to arrest
4809,10022,1,Officer Safety/safety of others
4810,10095,5,NULL
4811,10061,1,NULL
4812,9934,2,Condition of parole / probation/ PRCS / mandatory supervision
4813,9976,1,Officer Safety/safety of others
4814,9854,1,Consent given
4815,10023,1,Consent given
4816,10096,1,NULL
4817,10061,2,NULL
4818,9934,2,Officer Safety/safety of others
4819,9977,1,NULL
4820,9854,1,Odor of contraband
4821,10023,1,Officer Safety/safety of others
4822,10097,1,NULL
4823,10062,1,NULL
4824,9935,1,Incident to arrest
4825,9978,1,NULL
4826,9855,1,Consent given
4827,10023,2,Officer Safety/safety of others
4828,10098,1,Incident to arrest
4829,10063,1,NULL
4830,9935,1,Officer Safety/safety of others
4831,9979,1,NULL
4832,9855,1,Officer Safety/safety of others
4833,10024,1,Incident to arrest
4834,10098,1,Officer Safety/safety of others
4835,10064,1,NULL
4836,9936,1,NULL
4837,9980,1,NULL
4838,9856,1,Incident to arrest
4839,10024,1,Vehicle inventory
4840,10098,2,Officer Safety/safety of others
4841,10065,1,NULL
4842,9936,2,NULL
4843,9981,1,NULL
4844,9856,1,Officer Safety/safety of others
4845,10024,2,Evidence of crime
4846,10098,3,Officer Safety/safety of others
4847,10066,1,Officer Safety/safety of others
4848,9937,1,NULL
4849,9982,1,NULL
4850,9857,1,Officer Safety/safety of others
4851,10024,2,Incident to arrest
4852,10100,1,NULL
4853,10066,1,Suspected weapons
4854,9938,1,NULL
4855,9983,1,NULL
4856,9859,1,NULL
4857,10024,2,Vehicle inventory
4858,10101,1,NULL
4859,10067,1,Officer Safety/safety of others
4860,9939,1,NULL
4861,9984,1,NULL
4862,9859,2,NULL
4863,10025,1,NULL
4864,10102,1,NULL
4865,10068,1,NULL
4866,9940,1,Officer Safety/safety of others
4867,9984,2,NULL
4868,9860,1,NULL
4869,10026,1,Suspected weapons
4870,10107,1,NULL
4871,10069,1,NULL
4872,9941,1,Officer Safety/safety of others
4873,9985,1,NULL
4874,9861,1,NULL
4875,10027,1,NULL
4876,10108,1,NULL
4877,10070,1,NULL
4878,9941,2,Officer Safety/safety of others
4879,9986,1,NULL
4880,9863,1,NULL
4881,10028,1,Condition of parole / probation/ PRCS / mandatory supervision
4882,10109,1,NULL
4883,10071,1,NULL
4884,9942,1,NULL
4885,9987,1,NULL
4886,9864,1,NULL
4887,10029,1,Officer Safety/safety of others
4888,10110,1,Officer Safety/safety of others
4889,10072,1,NULL
4890,9943,1,NULL
4891,9988,1,NULL
4892,9865,1,Incident to arrest
4893,10029,2,NULL
4894,10111,1,Condition of parole / probation/ PRCS / mandatory supervision
4895,10073,1,Officer Safety/safety of others
4896,9945,1,Condition of parole / probation/ PRCS / mandatory supervision
4897,9945,1,Consent given
4898,9946,1,NULL
4899,9947,1,NULL
4900,9948,1,Incident to arrest
4901,9948,2,NULL
4902,9949,1,NULL
4903,9949,2,NULL
4904,9950,1,NULL
4905,9951,1,NULL
4906,9952,1,NULL
4907,9954,1,NULL
4908,9955,1,NULL
4909,9956,1,Condition of parole / probation/ PRCS / mandatory supervision
4910,9956,1,Incident to arrest
4911,9957,1,NULL
4912,9958,1,NULL
4913,9959,1,NULL
4914,9960,1,NULL
4915,9961,1,Officer Safety/safety of others
4916,9962,1,NULL
4917,9963,1,NULL
4918,9964,1,NULL
4919,9965,1,NULL
4920,9966,1,NULL
4921,9967,1,NULL
4922,9968,1,NULL
4923,9969,1,Consent given
4924,9970,1,Consent given
4925,9970,1,Officer Safety/safety of others
4926,9970,1,Vehicle inventory
4927,9970,2,Consent given
4928,9971,1,NULL
4929,9972,1,NULL
4930,9973,1,NULL
4931,9816,2,NULL
4932,9893,2,NULL
4933,10031,1,NULL
4934,9866,1,NULL
4935,10074,1,NULL
4936,10111,1,Evidence of crime
4937,10032,1,NULL
4938,9989,1,NULL
4939,9867,1,NULL
4940,10075,1,NULL
4941,10112,1,NULL
4942,10033,1,NULL
4943,9990,1,NULL
4944,9868,1,NULL
4945,10076,1,NULL
4946,10113,1,Condition of parole / probation/ PRCS / mandatory supervision
4947,10034,1,Consent given
4948,9991,1,NULL
4949,9869,1,NULL
4950,10077,1,NULL
4951,10113,1,Suspected weapons
4952,10034,2,Consent given
4953,9992,1,NULL
4954,9870,1,Incident to arrest
4955,10078,1,NULL
4956,10113,2,Condition of parole / probation/ PRCS / mandatory supervision
4957,10035,1,NULL
4958,9993,1,NULL
4959,9870,1,Officer Safety/safety of others
4960,10079,1,Officer Safety/safety of others
4961,10113,2,Evidence of crime
4962,10036,1,NULL
4963,9994,1,NULL
4964,9871,1,NULL
4965,10080,1,Evidence of crime
4966,10113,2,Visible contraband
4967,10037,1,NULL
4968,9995,1,NULL
4969,9872,1,Condition of parole / probation/ PRCS / mandatory supervision
4970,10080,1,Officer Safety/safety of others
4971,10114,1,NULL
4972,10037,2,NULL
4973,9996,1,NULL
4974,9872,1,Consent given
4975,10081,1,Officer Safety/safety of others
4976,10115,1,NULL
4977,10038,1,NULL
4978,9997,1,Visible contraband
4979,9872,2,Consent given
4980,10082,1,NULL
4981,9894,1,NULL
