properties.ObjectId,properties.StopID,properties.PID,properties.perceivedOrKnownDisability
11205,16247,1,None
11206,16024,1,None
11207,16248,1,None
11208,16025,1,None
11209,16249,1,None
11210,16026,1,None
11211,16250,1,Mental health condition
11212,16251,1,None
11213,16154,1,None
11214,16027,1,None
11215,16252,1,None
11216,16155,1,None
11217,16028,1,None
11218,16070,1,None
11219,16156,1,None
11220,16029,1,None
11221,16201,1,None
11222,16253,1,None
11223,16071,1,None
11224,16157,1,None
11225,16030,1,None
11226,16202,1,None
11227,16253,2,None
11228,16072,1,None
11229,16158,1,None
11230,16031,1,None
11231,16203,1,None
11232,16253,3,None
11233,16073,1,None
11234,16159,1,None
11235,16032,1,None
11236,16204,1,None
11237,16254,1,None
11238,16074,1,None
11239,16160,1,None
11240,16033,1,None
11241,16205,1,None
11242,16255,1,None
11243,16074,2,None
11244,16161,1,None
11245,16034,1,None
11246,16206,1,None
11247,16256,1,None
11248,16110,1,None
11249,16075,1,None
11250,16162,1,None
11251,16035,1,None
11252,16207,1,None
11253,16257,1,None
11254,16111,1,None
11255,16076,1,None
11256,16163,1,None
11257,16036,1,None
11258,16208,1,None
11259,16258,1,None
11260,16112,1,None
11261,16076,2,None
11262,16164,1,Mental health condition
11263,16209,1,None
11264,16037,1,None
11265,16259,1,None
11266,16113,1,None
11267,16077,1,None
11268,16165,1,None
11269,16210,1,None
11270,16038,1,None
11271,16260,1,None
11272,16114,1,None
11273,16078,1,None
11274,16165,2,None
11275,16211,1,None
11276,16039,1,None
11277,16261,1,None
11278,16115,1,None
11279,16079,1,None
11280,16165,3,None
11281,16212,1,None
11282,16040,1,None
11283,16262,1,None
11284,16116,1,None
11285,16080,1,None
11286,16166,1,None
11287,16213,1,None
11288,16041,1,None
11289,16263,1,None
11290,16117,1,None
11291,16081,1,None
11292,16167,1,None
11293,16214,1,None
11294,16042,1,None
11295,16264,1,None
11296,16118,1,None
11297,16081,2,None
11298,16168,1,None
11299,16215,1,None
11300,16043,1,None
11301,16265,1,None
11302,16119,1,None
11303,16082,1,None
11304,16169,1,None
11305,16216,1,None
11306,16044,1,None
11307,16266,1,None
11308,16120,1,None
11309,16082,2,None
11310,16170,1,None
11311,16217,1,None
11312,16045,1,None
11313,16267,1,None
11314,16120,2,None
11315,16083,1,None
11316,16171,1,None
11317,16218,1,None
11318,16046,1,None
11319,16268,1,None
11320,16120,3,None
11321,16084,1,None
11322,16172,1,None
11323,16219,1,None
11324,16047,1,None
11325,16269,1,None
11326,16120,4,None
11327,16085,1,None
11328,16173,1,None
11329,16220,1,None
11330,16048,1,None
11331,16269,2,None
11332,15975,1,None
11333,16121,1,None
11334,16122,1,None
11335,16122,2,None
11336,16123,1,None
11337,16124,1,None
11338,16125,1,None
11339,16126,1,None
11340,16127,1,None
11341,16128,1,None
11342,16129,1,None
11343,16130,1,None
11344,16131,1,None
11345,16132,1,None
11346,16133,1,None
11347,16134,1,None
11348,16135,1,None
11349,16136,1,None
11350,16137,1,None
11351,16138,1,None
11352,16139,1,None
11353,16140,1,None
11354,16141,1,None
11355,16142,1,None
11356,16142,2,None
11357,16143,1,None
11358,16144,1,None
11359,16144,2,None
11360,16145,1,None
11361,16146,1,None
11362,16147,1,None
11363,16148,1,None
11364,16149,1,None
11365,16150,1,Deafness or difficulty hearing
11366,16151,1,None
11367,16152,1,"Intellectual or developmental disability, including dementia"
11368,16153,1,None
11369,16174,1,Other disability
11370,16086,1,None
11371,16049,1,None
11372,16270,1,None
11373,15976,1,None
11374,16175,1,None
11375,16087,1,None
11376,16050,1,None
11377,16271,1,None
11378,15977,1,None
11379,15927,2,None
11380,16176,1,None
11381,16088,1,None
11382,16221,1,None
11383,16051,1,None
11384,16272,1,None
11385,15978,1,None
11386,16177,1,None
11387,15928,1,None
11388,16089,1,None
11389,16222,1,None
11390,16052,1,None
11391,16273,1,None
11392,15979,1,None
11393,16178,1,None
11394,15929,1,None
11395,16090,1,None
11396,16222,2,None
11397,16053,1,None
11398,16274,1,None
11399,15980,1,None
11400,16179,1,None
11401,15930,1,None
11402,16091,1,None
11403,16223,1,None
11404,16054,1,None
11405,16275,1,None
11406,15981,1,None
11407,16180,1,None
11408,15931,1,None
11409,16092,1,None
11410,16224,1,None
11411,16055,1,None
11412,16276,1,None
11413,15982,1,None
11414,16181,1,None
11415,15932,1,None
11416,16092,2,None
11417,16225,1,None
11418,16056,1,None
11419,16277,1,None
11420,15983,1,None
11421,16182,1,None
11422,15933,1,None
11423,16092,3,None
11424,16226,1,None
11425,16057,1,None
11426,16278,1,None
11427,15984,1,None
11428,16183,1,None
11429,15933,2,None
11430,16093,1,None
11431,16227,1,None
11432,16058,1,None
11433,16279,1,None
11434,15985,1,None
11435,16184,1,Other disability
11436,15934,1,None
11437,16093,2,None
11438,16228,1,None
11439,16059,1,None
11440,16280,1,None
11441,15986,1,None
11442,16185,1,None
11443,15935,1,None
11444,16093,3,None
11445,16229,1,None
11446,16060,1,None
11447,16281,1,None
11448,15987,1,None
11449,16186,1,None
11450,15936,1,None
11451,16093,4,None
11452,16230,1,None
11453,16061,1,None
11454,16282,1,None
11455,15988,1,None
11456,16187,1,None
11457,15937,1,None
11458,16093,5,None
11459,16231,1,None
11460,16062,1,None
11461,16283,1,None
11462,15989,1,None
11463,16188,1,None
11464,15938,1,None
11465,16094,1,None
11466,16232,1,None
11467,16063,1,None
11468,16284,1,None
11469,15989,2,None
11470,16189,1,None
11471,15939,1,None
11472,16095,1,None
11473,16233,1,None
11474,16064,1,None
11475,16285,1,None
11476,15989,3,None
11477,16190,1,None
11478,15940,1,None
11479,16096,1,None
11480,16233,2,None
11481,16064,2,None
11482,16286,1,None
11483,15990,1,None
11484,16191,1,None
11485,15941,1,None
11486,16097,1,None
11487,16234,1,None
11488,16065,1,Mental health condition
11489,16288,1,None
11490,15991,1,None
11491,16192,1,None
11492,15942,1,None
11493,16098,1,None
11494,16235,1,None
11495,16066,1,None
11496,16289,1,None
11497,15992,1,None
11498,16193,1,None
11499,15943,1,None
11500,15944,1,None
11501,15945,1,None
11502,15946,1,None
11503,15947,1,None
11504,15948,1,None
11505,15949,1,None
11506,15950,1,None
11507,15951,1,None
11508,15952,1,None
11509,15953,1,None
11510,15954,1,None
11511,15955,1,None
11512,15956,1,None
11513,15957,1,None
11514,15958,1,None
11515,15960,1,None
11516,15961,1,None
11517,15962,1,None
11518,15963,1,None
11519,15964,1,None
11520,15965,1,None
11521,15966,1,None
11522,15966,2,None
11523,15966,3,None
11524,15967,1,None
11525,15968,1,None
11526,15969,1,None
11527,15970,1,None
11528,15971,1,None
11529,15972,1,None
11530,15973,1,None
11531,15974,1,None
11532,16067,1,None
11533,15993,1,None
11534,16236,1,None
11535,16194,1,None
11536,16099,1,None
11537,16290,1,None
11538,16067,2,None
11539,15994,1,None
11540,16237,1,None
11541,16195,1,None
11542,16100,1,None
11543,16291,1,None
11544,16068,1,None
11545,15995,1,None
11546,16238,1,None
11547,16196,1,None
11548,16101,1,None
11549,16292,1,None
11550,16069,1,None
11551,15996,1,None
11552,16239,1,None
11553,16197,1,None
11554,16102,1,None
11555,15998,1,None
11556,16240,1,None
11557,16198,1,None
11558,16103,1,None
11559,15999,1,None
11560,16241,1,None
11561,16199,1,None
11562,16104,1,None
11563,16000,1,None
11564,16241,2,None
11565,16200,1,None
11566,16105,1,None
11567,16001,1,None
11568,16241,3,None
11569,16200,2,None
11570,16106,1,None
11571,16002,1,None
11572,16241,4,None
11573,16107,1,None
11574,16003,1,None
11575,16241,5,None
11576,16108,1,None
11577,16004,1,None
11578,16241,6,None
11579,16109,1,None
11580,16005,1,None
11581,16242,1,None
11582,16006,1,None
11583,16244,1,None
11584,16007,1,None
11585,16008,1,None
11586,16009,1,None
11587,16010,1,None
11588,16011,1,None
11589,16012,1,None
11590,16013,1,None
11591,16014,1,None
11592,16015,1,None
11593,16016,1,None
11594,16017,1,None
11595,16018,1,None
11596,16019,1,None
11597,16019,2,None
11598,16020,1,None
11599,16021,1,None
11600,16022,1,None
11601,16428,2,None
11602,16472,1,None
11603,16428,3,None
11604,16473,1,None
11605,16428,4,None
11606,16473,2,None
11607,16428,5,None
11608,16474,1,None
11609,16428,6,None
11610,16475,1,None
11611,16429,1,None
11612,16476,1,None
11613,16430,1,None
11614,16476,2,None
11615,16431,1,None
11616,16477,1,None
11617,16432,1,None
11618,16478,1,None
11619,16433,1,None
11620,16479,1,None
11621,16434,1,None
11622,16435,1,None
11623,16480,1,None
11624,16436,1,None
11625,16481,1,None
11626,16437,1,None
11627,16482,1,None
11628,16438,1,None
11629,16483,1,None
11630,16439,1,None
11631,16440,1,None
11632,16484,1,None
11633,16441,1,None
11634,16485,1,None
11635,16442,1,None
11636,16486,1,None
11637,16443,1,None
11638,16487,1,None
11639,16444,1,None
11640,16488,1,None
11641,16445,1,None
11642,16489,1,None
11643,16446,1,None
11644,16490,1,None
11645,16448,1,None
11646,16491,1,None
11647,16449,1,None
11648,16492,1,None
11649,16449,2,None
11650,16493,1,None
11651,16449,3,None
11652,16494,1,None
11653,16450,1,None
11654,16495,1,None
11655,16451,1,None
11656,16495,2,None
11657,16452,1,None
11658,16496,1,None
11659,16453,1,None
11660,16497,1,None
11661,16454,1,None
11662,16498,1,None
11663,16455,1,None
11664,16498,2,None
11665,16456,1,None
11666,16499,1,None
11667,16500,1,None
11668,16501,1,None
11669,16502,1,None
11670,16503,1,None
11671,16503,2,None
11672,16504,1,None
11673,16504,2,Deafness or difficulty hearing
11674,16505,1,None
11675,16506,1,None
11676,16507,1,None
11677,16508,1,None
11678,16509,1,None
11679,16510,1,None
11680,16510,2,None
11681,16511,1,None
11682,16512,1,None
11683,16512,2,None
11684,16512,3,None
11685,16457,1,None
11686,16458,1,None
11687,16459,1,None
11688,16460,1,None
11689,16461,1,None
11690,16462,1,None
11691,16463,1,None
11692,16464,1,None
11693,16465,1,None
11694,16466,1,None
11695,16467,1,None
11696,16468,1,None
11697,16469,1,None
11698,16470,1,None
11699,16471,1,None
11700,16471,2,None
11701,16337,2,None
11702,16338,1,None
11703,16339,1,None
11704,16339,2,None
11705,16556,1,None
11706,16340,1,None
11707,16341,1,None
11708,16557,1,None
11709,16342,1,None
11710,16558,1,None
11711,16343,1,None
11712,16559,1,None
11713,16344,1,None
11714,16560,1,None
11715,16345,1,None
11716,16561,1,None
11717,16562,1,None
11718,16346,1,None
11719,16347,1,None
11720,16563,1,None
11721,16348,1,None
11722,16564,1,None
11723,16382,2,None
11724,16602,1,None
11725,16349,1,None
11726,16565,1,None
11727,16383,1,None
11728,16350,1,None
11729,16512,4,None
11730,16603,1,None
11731,16566,1,None
11732,16383,2,None
11733,16351,1,None
11734,16513,1,None
11735,16604,1,None
11736,16567,1,None
11737,16384,1,None
11738,16352,1,None
11739,16514,1,None
11740,16605,1,None
11741,16568,1,None
11742,16385,1,None
11743,16353,1,None
11744,16515,1,None
11745,16606,1,None
11746,16569,1,None
11747,16385,2,None
11748,16354,1,None
11749,16516,1,None
11750,16607,1,None
11751,16571,1,None
11752,16386,1,None
11753,16355,1,None
11754,16516,2,Deafness or difficulty hearing
11755,16607,2,None
11756,16572,1,None
11757,16387,1,None
11758,16356,1,None
11759,16517,1,None
11760,16608,1,None
11761,16572,2,None
11762,16388,1,None
11763,16356,2,None
11764,16518,1,None
11765,16609,1,None
11766,16572,3,None
11767,16389,1,None
11768,16357,1,None
11769,16519,1,None
11770,16609,2,None
11771,16572,4,None
11772,16390,1,None
11773,16358,1,None
11774,16520,1,None
11775,16610,1,None
11776,16572,5,None
11777,16391,1,None
11778,16358,2,None
11779,16521,1,None
11780,16611,1,None
11781,16573,1,None
11782,16392,1,None
11783,16359,1,None
11784,16522,1,None
11785,16612,1,None
11786,16574,1,None
11787,16393,1,None
11788,16360,1,None
11789,16523,1,Mental health condition
11790,16613,1,None
11791,16575,1,None
11792,16394,1,None
11793,16361,1,None
11794,16524,1,Mental health condition
11795,16614,1,None
11796,16575,2,None
11797,16395,1,None
11798,16362,1,None
11799,16525,1,None
11800,16615,1,None
11801,16576,1,None
11802,16396,1,None
11803,16363,1,None
11804,16526,1,None
11805,16616,1,None
11806,16577,1,None
11807,16397,1,None
11808,16364,1,None
11809,16527,1,None
11810,16617,1,None
11811,16578,1,None
11812,16398,1,None
11813,16365,1,None
11814,16528,1,None
11815,16618,1,None
11816,16579,1,None
11817,16399,1,None
11818,16366,1,None
11819,16529,1,None
11820,16619,1,None
11821,16580,1,None
11822,16400,1,None
11823,16367,1,None
11824,16530,1,None
11825,16620,1,None
11826,16581,1,None
11827,16401,1,Other disability
11828,16368,1,None
11829,16531,1,None
11830,16620,2,None
11831,16582,1,None
11832,16402,1,None
11833,16369,1,None
11834,16532,1,None
11835,16621,1,None
11836,16293,1,None
11837,16583,1,None
11838,16584,1,None
11839,16585,1,None
11840,16586,1,None
11841,16587,1,None
11842,16588,1,None
11843,16589,1,None
11844,16590,1,None
11845,16591,1,None
11846,16592,1,None
11847,16593,1,None
11848,16594,1,None
11849,16595,1,None
11850,16596,1,None
11851,16597,1,None
11852,16598,1,None
11853,16599,1,None
11854,16600,1,None
11855,16601,1,None
11856,16294,1,None
11857,16369,2,None
11858,16622,1,None
11859,16532,2,None
11860,16403,1,None
11861,16623,1,None
11862,16533,1,None
11863,16370,1,None
11864,16403,2,None
11865,16624,1,None
11866,16534,1,None
11867,16371,1,None
11868,16404,1,None
11869,16625,1,None
11870,16535,1,None
11871,16372,1,None
11872,16405,1,None
11873,16626,1,None
11874,16537,1,None
11875,16373,1,None
11876,16406,1,None
11877,16627,1,None
11878,16538,1,None
11879,16374,1,None
11880,16407,1,None
11881,16628,1,None
11882,16539,1,None
11883,16375,1,None
11884,16408,1,None
11885,16629,1,"Intellectual or developmental disability, including dementia"
11886,16540,1,None
11887,16376,1,None
11888,16409,1,None
11889,16630,1,None
11890,16541,1,Mental health condition
11891,16377,1,None
11892,16410,1,None
11893,16631,1,None
11894,16541,1,Other disability
11895,16378,1,None
11896,16411,1,None
11897,16632,1,None
11898,16541,1,Speech impairment or limited use of language
11899,16379,1,None
11900,16412,1,None
11901,16633,1,None
11902,16542,1,None
11903,16380,1,None
11904,16413,1,None
11905,16634,1,None
11906,16543,1,None
11907,16381,1,None
11908,16414,1,None
11909,16635,1,None
11910,16544,1,None
11911,16382,1,None
11912,16415,1,None
11913,16636,1,None
11914,16545,1,None
11915,16416,1,None
11916,16637,1,None
11917,16546,1,None
11918,16417,1,None
11919,16638,1,None
11920,16546,2,None
11921,16418,1,None
11922,16639,1,None
11923,16547,1,None
11924,16419,1,None
11925,16640,1,None
11926,16548,1,None
11927,16420,1,Mental health condition
11928,16641,1,None
11929,16549,1,None
11930,16421,1,None
11931,16642,1,None
11932,16550,1,None
11933,16422,1,None
11934,16643,1,None
11935,16551,1,None
11936,16423,1,None
11937,16644,1,None
11938,16552,1,None
11939,16424,1,None
11940,16645,1,None
11941,16552,2,None
11942,16425,1,None
11943,16646,1,None
11944,16553,1,None
11945,16426,1,None
11946,16647,1,None
11947,16554,1,None
11948,16427,1,None
11949,16648,1,None
11950,16555,1,None
11951,16428,1,None
11952,16555,2,None
11953,16295,1,None
11954,16296,1,None
11955,16297,1,None
11956,16298,1,None
11957,16299,1,None
11958,16300,1,None
11959,16301,1,None
11960,16302,1,None
11961,16303,1,None
11962,16304,1,None
11963,16305,1,None
11964,16306,1,None
11965,16307,1,None
11966,16308,1,None
11967,16309,1,None
11968,16310,1,None
11969,16311,1,None
11970,16312,1,None
11971,16312,2,None
11972,16313,1,None
11973,16313,2,None
11974,16313,3,None
11975,16314,1,None
11976,16315,1,None
11977,16316,1,None
11978,16317,1,None
11979,16318,1,None
11980,16319,1,None
11981,16320,1,None
11982,16321,1,None
11983,16322,1,None
11984,16322,2,None
11985,16323,1,None
11986,16324,1,None
11987,16325,1,None
11988,16326,1,None
11989,16327,1,None
11990,16328,1,None
11991,16329,1,None
11992,16330,1,None
11993,16331,1,None
11994,16332,1,None
11995,16333,1,None
11996,16334,1,None
11997,16334,2,None
11998,16334,3,None
11999,16335,1,None
12000,16337,1,None
12001,16787,1,None
12002,16887,2,None
12003,16788,1,None
12004,16888,1,None
12005,16889,1,None
12006,16789,1,None
12007,16890,1,None
12008,16790,1,None
12009,16891,1,None
12010,16742,1,None
12011,16791,1,None
12012,16892,1,None
12013,16837,1,None
12014,16743,1,None
12015,16792,1,None
12016,16695,1,None
12017,16893,1,None
12018,16929,2,None
12019,16838,1,None
12020,16744,1,None
12021,16793,1,Mental health condition
12022,16696,1,None
12023,16894,1,None
12024,16930,1,None
12025,16839,1,None
12026,16745,1,None
12027,16794,1,None
12028,16697,1,None
12029,16895,1,None
12030,16931,1,None
12031,16840,1,None
12032,16746,1,None
12033,16795,1,None
12034,16698,1,None
12035,16896,1,None
12036,16932,1,None
12037,16841,1,None
12038,16747,1,None
12039,16796,1,None
12040,16699,1,None
12041,16897,1,None
12042,16933,1,None
12043,16842,1,None
12044,16748,1,None
12045,16797,1,None
12046,16700,1,None
12047,16898,1,Mental health condition
12048,16934,1,None
12049,16843,1,None
12050,16749,1,Other disability
12051,16798,1,None
12052,16701,1,None
12053,16978,1,None
12054,16899,1,None
12055,16935,1,None
12056,16844,1,None
12057,16750,1,None
12058,16799,1,None
12059,16702,1,None
12060,16979,1,None
12061,16900,1,None
12062,16936,1,None
12063,16845,1,None
12064,16751,1,None
12065,16800,1,None
12066,16703,1,None
12067,16980,1,None
12068,16901,1,None
12069,16938,1,None
12070,16846,1,None
12071,16752,1,None
12072,16801,1,None
12073,16704,1,None
12074,16981,1,None
12075,16902,1,None
12076,16939,1,None
12077,16847,1,None
12078,16753,1,None
12079,16802,1,None
12080,16705,1,None
12081,16982,1,None
12082,16903,1,None
12083,16940,1,None
12084,16848,1,None
12085,16754,1,None
12086,16803,1,None
12087,16705,2,None
12088,16983,1,None
12089,16904,1,None
12090,16941,1,None
12091,16849,1,None
12092,16755,1,None
12093,16804,1,None
12094,16706,1,None
12095,16984,1,None
12096,16905,1,None
12097,16942,1,None
12098,16850,1,None
12099,16756,1,None
12100,16805,1,None
12101,16707,1,None
12102,16985,1,None
12103,16906,1,None
12104,16942,2,None
12105,16851,1,None
12106,16757,1,None
12107,16806,1,None
12108,16708,1,None
12109,16986,1,None
12110,16907,1,None
12111,16943,1,None
12112,16852,1,None
12113,16758,1,None
12114,16807,1,None
12115,16709,1,None
12116,16987,1,None
12117,16908,1,None
12118,16944,1,None
12119,16853,1,None
12120,16758,2,None
12121,16808,1,None
12122,16710,1,None
12123,16989,1,None
12124,16909,1,None
12125,16945,1,None
12126,16854,1,None
12127,16759,1,None
12128,16809,1,None
12129,16711,1,None
12130,16990,1,None
12131,16910,1,None
12132,16946,1,None
12133,16855,1,None
12134,16760,1,None
12135,16810,1,None
12136,16712,1,None
12137,16991,1,None
12138,16911,1,None
12139,16947,1,None
12140,16856,1,None
12141,16761,1,None
12142,16811,1,None
12143,16713,1,None
12144,16992,1,None
12145,16912,1,None
12146,16948,1,None
12147,16857,1,None
12148,16762,1,None
12149,16812,1,None
12150,16714,1,None
12151,16993,1,None
12152,16913,1,None
12153,16949,1,None
12154,16858,1,None
12155,16763,1,None
12156,16813,1,None
12157,16715,1,None
12158,16994,1,None
12159,16914,1,None
12160,16950,1,None
12161,16859,1,None
12162,16764,1,None
12163,16814,1,None
12164,16716,1,None
12165,16995,1,None
12166,16915,1,None
12167,16951,1,None
12168,16860,1,None
12169,16764,2,None
12170,16815,1,None
12171,16717,1,None
12172,16996,1,None
12173,16916,1,None
12174,16952,1,None
12175,16953,1,None
12176,16954,1,None
12177,16955,1,None
12178,16956,1,None
12179,16957,1,None
12180,16958,1,None
12181,16959,1,None
12182,16960,1,None
12183,16961,1,None
12184,16962,1,None
12185,16962,2,None
12186,16963,1,None
12187,16964,1,None
12188,16965,1,None
12189,16966,1,None
12190,16967,1,None
12191,16968,1,None
12192,16969,1,None
12193,16970,1,None
12194,16971,1,None
12195,16972,1,None
12196,16973,1,None
12197,16974,1,None
12198,16975,1,None
12199,16976,1,None
12200,16977,1,None
12201,16718,1,None
12202,16816,1,None
12203,16917,1,None
12204,16997,1,None
12205,16719,1,None
12206,16765,1,None
12207,16817,1,None
12208,16860,2,None
12209,16917,2,None
12210,16998,1,None
12211,16720,1,None
12212,16766,1,None
12213,16818,1,None
12214,16861,1,None
12215,16917,3,None
12216,16999,1,None
12217,16721,1,None
12218,16767,1,None
12219,16819,1,None
12220,16862,1,None
12221,16917,4,None
12222,17000,1,None
12223,16722,1,None
12224,16768,1,None
12225,16820,1,None
12226,16863,1,None
12227,16917,5,None
12228,17001,1,None
12229,16723,1,None
12230,16769,1,None
12231,16821,1,None
12232,16864,1,None
12233,16918,1,None
12234,17002,1,None
12235,16724,1,None
12236,16770,1,None
12237,16822,1,None
12238,16865,1,None
12239,16919,1,None
12240,17003,1,None
12241,16725,1,None
12242,16771,1,None
12243,16823,1,None
12244,16866,1,None
12245,16920,1,None
12246,17004,1,None
12247,16726,1,None
12248,16772,1,None
12249,16824,1,None
12250,16868,1,None
12251,16921,1,None
12252,17005,1,None
12253,16727,1,None
12254,16773,1,None
12255,16825,1,None
12256,16869,1,None
12257,16921,2,None
12258,17006,1,None
12259,16728,1,None
12260,16774,1,None
12261,16826,1,None
12262,16870,1,None
12263,16921,3,None
12264,17007,1,None
12265,16729,1,None
12266,16775,1,None
12267,16827,1,None
12268,16871,1,None
12269,16922,1,None
12270,17008,1,None
12271,16730,1,None
12272,16776,1,None
12273,16828,1,None
12274,16872,1,None
12275,16923,1,None
12276,17009,1,None
12277,16731,1,None
12278,16777,1,None
12279,16829,1,None
12280,16874,1,None
12281,16923,2,None
12282,17010,1,Mental health condition
12283,16731,2,None
12284,16778,1,None
12285,16830,1,None
12286,16875,1,None
12287,16924,1,None
12288,17011,1,None
12289,16732,1,None
12290,16779,1,None
12291,16831,1,None
12292,16876,1,None
12293,16925,1,None
12294,17012,1,None
12295,16733,1,None
12296,16780,1,None
12297,16832,1,None
12298,16877,1,None
12299,16926,1,None
12300,17012,2,None
12301,16734,1,None
12302,16780,2,None
12303,16833,1,None
12304,16878,1,None
12305,16927,1,None
12306,17013,1,None
12307,16735,1,Blind or limited vision
12308,16781,1,Deafness or difficulty hearing
12309,16834,1,None
12310,16879,1,None
12311,16928,1,None
12312,17014,1,Mental health condition
12313,16736,1,None
12314,16782,1,Mental health condition
12315,16835,1,None
12316,16880,1,None
12317,16929,1,None
12318,17015,1,None
12319,16737,1,None
12320,16782,1,Speech impairment or limited use of language
12321,16836,1,None
12322,16881,1,None
12323,17015,2,None
12324,16737,2,None
12325,16783,1,None
12326,16882,1,None
12327,17016,1,None
12328,16738,1,Mental health condition
12329,16784,1,None
12330,16883,1,None
12331,17017,1,None
12332,16739,1,None
12333,16785,1,None
12334,16884,1,None
12335,17018,1,None
12336,16740,1,None
12337,16741,1,None
12338,16786,1,None
12339,16786,2,None
12340,16885,1,None
12341,16886,1,None
12342,16887,1,None
12343,17018,2,None
12344,17018,3,None
12345,17019,1,None
12346,17019,2,None
12347,17020,1,None
12348,17020,2,None
12349,17021,1,None
12350,17022,1,None
12351,16649,1,None
12352,16650,1,None
12353,16651,1,None
12354,16652,1,None
12355,16653,1,None
12356,16654,1,None
12357,16655,1,None
12358,16656,1,None
12359,16657,1,None
12360,16658,1,None
12361,16659,1,None
12362,16660,1,None
12363,16661,1,None
12364,16662,1,None
12365,16663,1,None
12366,16664,1,None
12367,16664,2,None
12368,16665,1,None
12369,16666,1,None
12370,16667,1,None
12371,16668,1,None
12372,16669,1,None
12373,16670,1,None
12374,16671,1,None
12375,16672,1,None
12376,16672,2,None
12377,16673,1,None
12378,16674,1,None
12379,16675,1,None
12380,16676,1,None
12381,16677,1,None
12382,16678,1,None
12383,16678,2,None
12384,16679,1,None
12385,16679,2,None
12386,16680,1,None
12387,16681,1,None
12388,16682,1,None
12389,16683,1,None
12390,16684,1,None
12391,16685,1,None
12392,16686,1,None
12393,16687,1,None
12394,16688,1,None
12395,16689,1,None
12396,16690,1,None
12397,16691,1,None
12398,16692,1,None
12399,16693,1,None
12400,16694,1,None
12401,17172,1,None
12402,17173,1,None
12403,17174,1,Speech impairment or limited use of language
12404,17299,1,None
12405,17175,1,None
12406,17300,1,None
12407,17347,1,None
12408,17176,1,None
12409,17071,1,None
12410,17301,1,None
12411,17122,1,None
12412,17257,1,None
12413,17348,1,None
12414,17178,1,None
12415,17072,1,Mental health condition
12416,17301,2,None
12417,17123,1,None
12418,17257,2,None
12419,17349,1,None
12420,17179,1,None
12421,17073,1,None
12422,17302,1,None
12423,17124,1,None
12424,17258,1,None
12425,17350,1,None
12426,17180,1,None
12427,17074,1,None
12428,17303,1,None
12429,17125,1,None
12430,17259,1,None
12431,17351,1,None
12432,17181,1,None
12433,17076,1,None
12434,17304,1,None
12435,17126,1,None
12436,17260,1,Mental health condition
12437,17352,1,None
12438,17182,1,None
12439,17077,1,None
12440,17305,1,None
12441,17127,1,None
12442,17262,1,None
12443,17353,1,None
12444,17183,1,None
12445,17215,1,None
12446,17078,1,None
12447,17306,1,None
12448,17128,1,None
12449,17263,1,None
12450,17354,1,None
12451,17183,2,None
12452,17216,1,None
12453,17078,2,None
12454,17307,1,None
12455,17129,1,None
12456,17264,1,None
12457,17355,1,None
12458,17183,3,None
12459,17217,1,None
12460,17079,1,None
12461,17307,2,None
12462,17130,1,None
12463,17265,1,None
12464,17356,1,None
12465,17183,4,None
12466,17218,1,None
12467,17081,1,None
12468,17308,1,Mental health condition
12469,17131,1,None
12470,17265,2,None
12471,17356,2,None
12472,17183,5,None
12473,17218,2,None
12474,17082,1,None
12475,17309,1,None
12476,17132,1,None
12477,17266,1,None
12478,17357,1,None
12479,17184,1,None
12480,17220,1,None
12481,17083,1,None
12482,17310,1,None
12483,17133,1,None
12484,17267,1,None
12485,17357,2,None
12486,17185,1,None
12487,17221,1,None
12488,17084,1,None
12489,17311,1,None
12490,17134,1,None
12491,17268,1,None
12492,17358,1,None
12493,17186,1,None
12494,17222,1,None
12495,17085,1,None
12496,17312,1,None
12497,17135,1,None
12498,17269,1,None
12499,17359,1,None
12500,17187,1,None
12501,17223,1,None
12502,17086,1,None
12503,17314,1,None
12504,17136,1,None
12505,17270,1,None
12506,17360,1,None
12507,17188,1,None
12508,17189,1,Mental health condition
12509,17190,1,None
12510,17191,1,None
12511,17192,1,None
12512,17193,1,None
12513,17194,1,None
12514,17195,1,None
12515,17196,1,None
12516,17197,1,None
12517,17198,1,None
12518,17199,1,None
12519,17200,1,None
12520,17201,1,None
12521,17202,1,None
12522,17203,1,Mental health condition
12523,17204,1,None
12524,17205,1,None
12525,17206,1,None
12526,17206,2,None
12527,17206,3,None
12528,17206,4,None
12529,17207,1,None
12530,17208,1,None
12531,17209,1,Mental health condition
12532,17210,1,None
12533,17210,2,None
12534,17211,1,None
12535,17212,1,None
12536,17213,1,Speech impairment or limited use of language
12537,17214,1,None
12538,17137,1,None
12539,17087,1,None
12540,17223,2,None
12541,17271,1,None
12542,17361,1,None
12543,17315,1,None
12544,17138,1,None
12545,17088,1,Other disability
12546,17224,1,None
12547,17271,2,None
12548,17362,1,None
12549,17316,1,None
12550,17139,1,None
12551,17089,1,None
12552,17225,1,None
12553,17272,1,None
12554,17362,2,None
12555,17317,1,None
12556,17140,1,None
12557,17090,1,None
12558,17226,1,None
12559,17273,1,None
12560,17362,3,None
12561,17318,1,None
12562,17141,1,Mental health condition
12563,17091,1,None
12564,17227,1,None
12565,17273,2,None
12566,17363,1,None
12567,17319,1,None
12568,17142,1,None
12569,17092,1,None
12570,17228,1,None
12571,17274,1,None
12572,17364,1,None
12573,17320,1,None
12574,17143,1,None
12575,17093,1,None
